name,URL
نادي السكة الحديد,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D8%B3%D9%83%D8%A9_%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AF
الاتحاد السكندري,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%A7%D9%84%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A
النادي المصري,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A
الألعاب الأولمبية الصيفية 1920,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A3%D9%84%D8%B9%D8%A7%D8%A8_%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%85%D8%A8%D9%8A%D8%A9_%D8%A7%D9%84%D8%B5%D9%8A%D9%81%D9%8A%D8%A9_1920
نادي الترسانة (مصر),https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D8%AA%D8%B1%D8%B3%D8%A7%D9%86%D8%A9_(%D9%85%D8%B5%D8%B1)
منتخب إيطاليا لكرة القدم,https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%AA%D8%AE%D8%A8_%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A%D8%A7_%D9%84%D9%83%D8%B1%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%85
منتخب يوغوسلافيا لكرة القدم,https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%AA%D8%AE%D8%A8_%D9%8A%D9%88%D8%BA%D9%88%D8%B3%D9%84%D8%A7%D9%81%D9%8A%D8%A7_%D9%84%D9%83%D8%B1%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%85
زكي عثمان (لاعب كرة قدم مواليد 1932),https://ar.wikipedia.org/wiki/%D8%B2%D9%83%D9%8A_%D8%B9%D8%AB%D9%85%D8%A7%D9%86_(%D9%84%D8%A7%D8%B9%D8%A8_%D9%83%D8%B1%D8%A9_%D9%82%D8%AF%D9%85_%D9%85%D9%88%D8%A7%D9%84%D9%8A%D8%AF_1932)
المملكة المتحدة,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9
1910,https://ar.wikipedia.org/wiki/1910
1921,https://ar.wikipedia.org/wiki/1921
جعفر ولي باشا,https://ar.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D9%88%D9%84%D9%8A_%D8%A8%D8%A7%D8%B4%D8%A7
1923,https://ar.wikipedia.org/wiki/1923
مختار التتش,https://ar.wikipedia.org/wiki/%D9%85%D8%AE%D8%AA%D8%A7%D8%B1_%D8%A7%D9%84%D8%AA%D8%AA%D8%B4
1922,https://ar.wikipedia.org/wiki/1922
كهرباء,https://ar.wikipedia.org/wiki/%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1
فانوس,https://ar.wikipedia.org/wiki/%D9%81%D8%A7%D9%86%D9%88%D8%B3
1938,https://ar.wikipedia.org/wiki/1938
الجيش البريطاني,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4_%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A
الجزيرة (القاهرة),https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9_(%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9)
قصر النيل,https://ar.wikipedia.org/wiki/%D9%82%D8%B5%D8%B1_%D8%A7%D9%84%D9%86%D9%8A%D9%84
1924,https://ar.wikipedia.org/wiki/1924
1925,https://ar.wikipedia.org/wiki/1925
1958,https://ar.wikipedia.org/wiki/1958
هاتريك,https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D8%AA%D8%B1%D9%8A%D9%83
1926,https://ar.wikipedia.org/wiki/1926
1927,https://ar.wikipedia.org/wiki/1927
1929,https://ar.wikipedia.org/wiki/1929
غلطة سراي,https://ar.wikipedia.org/wiki/%D8%BA%D9%84%D8%B7%D8%A9_%D8%B3%D8%B1%D8%A7%D9%8A
تركيا,https://ar.wikipedia.org/wiki/%D8%AA%D8%B1%D9%83%D9%8A%D8%A7
ألمانيا,https://ar.wikipedia.org/wiki/%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A7
آر بي لايبزيغ,https://ar.wikipedia.org/wiki/%D8%A2%D8%B1_%D8%A8%D9%8A_%D9%84%D8%A7%D9%8A%D8%A8%D8%B2%D9%8A%D8%BA
ميونخ 1860,https://ar.wikipedia.org/wiki/%D9%85%D9%8A%D9%88%D9%86%D8%AE_1860
بلغاريا,https://ar.wikipedia.org/wiki/%D8%A8%D9%84%D8%BA%D8%A7%D8%B1%D9%8A%D8%A7
ليفسكي صوفيا,https://ar.wikipedia.org/wiki/%D9%84%D9%8A%D9%81%D8%B3%D9%83%D9%8A_%D8%B5%D9%88%D9%81%D9%8A%D8%A7
سلافيا صوفيا,https://ar.wikipedia.org/wiki/%D8%B3%D9%84%D8%A7%D9%81%D9%8A%D8%A7_%D8%B5%D9%88%D9%81%D9%8A%D8%A7
1930,https://ar.wikipedia.org/wiki/1930
1932,https://ar.wikipedia.org/wiki/1932
ملاكمة,https://ar.wikipedia.org/wiki/%D9%85%D9%84%D8%A7%D9%83%D9%85%D8%A9
كرة الطاولة,https://ar.wikipedia.org/wiki/%D9%83%D8%B1%D8%A9_%D8%A7%D9%84%D8%B7%D8%A7%D9%88%D9%84%D8%A9
رفع أثقال,https://ar.wikipedia.org/wiki/%D8%B1%D9%81%D8%B9_%D8%A3%D8%AB%D9%82%D8%A7%D9%84
ألعاب قوى,https://ar.wikipedia.org/wiki/%D8%A3%D9%84%D8%B9%D8%A7%D8%A8_%D9%82%D9%88%D9%89
كريكت,https://ar.wikipedia.org/wiki/%D9%83%D8%B1%D9%8A%D9%83%D8%AA
1934,https://ar.wikipedia.org/wiki/1934
حسين حمدي,https://ar.wikipedia.org/wiki/%D8%AD%D8%B3%D9%8A%D9%86_%D8%AD%D9%85%D8%AF%D9%8A
1935,https://ar.wikipedia.org/wiki/1935
1936,https://ar.wikipedia.org/wiki/1936
عبد الكريم صقر,https://ar.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85_%D8%B5%D9%82%D8%B1
1940,https://ar.wikipedia.org/wiki/1940
نادي الترام,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D9%85
حسين مدكور,https://ar.wikipedia.org/wiki/%D8%AD%D8%B3%D9%8A%D9%86_%D9%85%D8%AF%D9%83%D9%88%D8%B1
1941,https://ar.wikipedia.org/wiki/1941
أحمد حسنين باشا,https://ar.wikipedia.org/wiki/%D8%A3%D8%AD%D9%85%D8%AF_%D8%AD%D8%B3%D9%86%D9%8A%D9%86_%D8%A8%D8%A7%D8%B4%D8%A7
الدوري المصري الممتاز 1948–49,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A_%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A_%D8%A7%D9%84%D9%85%D9%85%D8%AA%D8%A7%D8%B2_1948%E2%80%9349
أحمد عبود باشا,https://ar.wikipedia.org/wiki/%D8%A3%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D9%88%D8%AF_%D8%A8%D8%A7%D8%B4%D8%A7
1947,https://ar.wikipedia.org/wiki/1947
صالح سليم,https://ar.wikipedia.org/wiki/%D8%B5%D8%A7%D9%84%D8%AD_%D8%B3%D9%84%D9%8A%D9%85
1948,https://ar.wikipedia.org/wiki/1948
1949,https://ar.wikipedia.org/wiki/1949
النادي الإسماعيلي,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D8%A5%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84%D9%8A
1951,https://ar.wikipedia.org/wiki/1951
ثورة 23 يوليو,https://ar.wikipedia.org/wiki/%D8%AB%D9%88%D8%B1%D8%A9_23_%D9%8A%D9%88%D9%84%D9%8A%D9%88
1954,https://ar.wikipedia.org/wiki/1954
نادي القناة,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%A9
محمد التابعي (لاعب كرة قدم),https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D8%AA%D8%A7%D8%A8%D8%B9%D9%8A_(%D9%84%D8%A7%D8%B9%D8%A8_%D9%83%D8%B1%D8%A9_%D9%82%D8%AF%D9%85)
منتخب مصر لكرة القدم,https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%AA%D8%AE%D8%A8_%D9%85%D8%B5%D8%B1_%D9%84%D9%83%D8%B1%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%85
كأس الأمم الإفريقية 1959,https://ar.wikipedia.org/wiki/%D9%83%D8%A3%D8%B3_%D8%A7%D9%84%D8%A3%D9%85%D9%85_%D8%A7%D9%84%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A9_1959
عادل هيكل,https://ar.wikipedia.org/wiki/%D8%B9%D8%A7%D8%AF%D9%84_%D9%87%D9%8A%D9%83%D9%84
طارق سليم,https://ar.wikipedia.org/wiki/%D8%B7%D8%A7%D8%B1%D9%82_%D8%B3%D9%84%D9%8A%D9%85
ميمي الشربيني,https://ar.wikipedia.org/wiki/%D9%85%D9%8A%D9%85%D9%8A_%D8%A7%D9%84%D8%B4%D8%B1%D8%A8%D9%8A%D9%86%D9%8A
رفعت الفناجيلي,https://ar.wikipedia.org/wiki/%D8%B1%D9%81%D8%B9%D8%AA_%D8%A7%D9%84%D9%81%D9%86%D8%A7%D8%AC%D9%8A%D9%84%D9%8A
طه إسماعيل,https://ar.wikipedia.org/wiki/%D8%B7%D9%87_%D8%A5%D8%B3%D9%85%D8%A7%D8%B9%D9%8A%D9%84
محمود الجوهري (مدرب),https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%A7%D9%84%D8%AC%D9%88%D9%87%D8%B1%D9%8A_(%D9%85%D8%AF%D8%B1%D8%A8)
1961,https://ar.wikipedia.org/wiki/1961
1998,https://ar.wikipedia.org/wiki/1998
دوري أبطال أوروبا,https://ar.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%8A_%D8%A3%D8%A8%D8%B7%D8%A7%D9%84_%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7
نادي بنفيكا,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A8%D9%86%D9%81%D9%8A%D9%83%D8%A7
1962,https://ar.wikipedia.org/wiki/1962
أوزيبيو,https://ar.wikipedia.org/wiki/%D8%A3%D9%88%D8%B2%D9%8A%D8%A8%D9%8A%D9%88
بدوي عبد الفتاح,https://ar.wikipedia.org/wiki/%D8%A8%D8%AF%D9%88%D9%8A_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%81%D8%AA%D8%A7%D8%AD
1965,https://ar.wikipedia.org/wiki/1965
عبد المحسن مرتجي,https://ar.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%85%D8%AD%D8%B3%D9%86_%D9%85%D8%B1%D8%AA%D8%AC%D9%8A
القوات المسلحة المصرية,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%82%D9%88%D8%A7%D8%AA_%D8%A7%D9%84%D9%85%D8%B3%D9%84%D8%AD%D8%A9_%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9
1966,https://ar.wikipedia.org/wiki/1966
حرب 1967,https://ar.wikipedia.org/wiki/%D8%AD%D8%B1%D8%A8_1967
علي أبو جريشة,https://ar.wikipedia.org/wiki/%D8%B9%D9%84%D9%8A_%D8%A3%D8%A8%D9%88_%D8%AC%D8%B1%D9%8A%D8%B4%D8%A9
كأس إفريقيا للأندية البطلة 1969,https://ar.wikipedia.org/wiki/%D9%83%D8%A3%D8%B3_%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7_%D9%84%D9%84%D8%A3%D9%86%D8%AF%D9%8A%D8%A9_%D8%A7%D9%84%D8%A8%D8%B7%D9%84%D8%A9_1969
كأس الأمم الإفريقية 1970,https://ar.wikipedia.org/wiki/%D9%83%D8%A3%D8%B3_%D8%A7%D9%84%D8%A3%D9%85%D9%85_%D8%A7%D9%84%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A9_1970
السودان,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86
ناندور هيديكوتي,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D9%86%D8%AF%D9%88%D8%B1_%D9%87%D9%8A%D8%AF%D9%8A%D9%83%D9%88%D8%AA%D9%8A
1970,https://ar.wikipedia.org/wiki/1970
1971,https://ar.wikipedia.org/wiki/1971
منتخب المجر لكرة القدم,https://ar.wikipedia.org/wiki/%D9%85%D9%86%D8%AA%D8%AE%D8%A8_%D8%A7%D9%84%D9%85%D8%AC%D8%B1_%D9%84%D9%83%D8%B1%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%85
1973,https://ar.wikipedia.org/wiki/1973
حرب أكتوبر,https://ar.wikipedia.org/wiki/%D8%AD%D8%B1%D8%A8_%D8%A3%D9%83%D8%AA%D9%88%D8%A8%D8%B1
إكرامي الشحات,https://ar.wikipedia.org/wiki/%D8%A5%D9%83%D8%B1%D8%A7%D9%85%D9%8A_%D8%A7%D9%84%D8%B4%D8%AD%D8%A7%D8%AA
حسن حمدي,https://ar.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%AD%D9%85%D8%AF%D9%8A
مصطفى يونس,https://ar.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%D9%89_%D9%8A%D9%88%D9%86%D8%B3
فتحي مبروك,https://ar.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D9%8A_%D9%85%D8%A8%D8%B1%D9%88%D9%83
محسن صالح,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%B5%D8%A7%D9%84%D8%AD
مصطفى عبده,https://ar.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%D9%89_%D8%B9%D8%A8%D8%AF%D9%87
عبد العزيز عبد الشافي,https://ar.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B4%D8%A7%D9%81%D9%8A
مختار مختار,https://ar.wikipedia.org/wiki/%D9%85%D8%AE%D8%AA%D8%A7%D8%B1_%D9%85%D8%AE%D8%AA%D8%A7%D8%B1
أنور سلامة,https://ar.wikipedia.org/wiki/%D8%A3%D9%86%D9%88%D8%B1_%D8%B3%D9%84%D8%A7%D9%85%D8%A9
1977,https://ar.wikipedia.org/wiki/1977
1976,https://ar.wikipedia.org/wiki/1976
مولودية الجزائر,https://ar.wikipedia.org/wiki/%D9%85%D9%88%D9%84%D9%88%D8%AF%D9%8A%D8%A9_%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1
هارتس أوف أوك,https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D8%B1%D8%AA%D8%B3_%D8%A3%D9%88%D9%81_%D8%A3%D9%88%D9%83
غانا,https://ar.wikipedia.org/wiki/%D8%BA%D8%A7%D9%86%D8%A7
بايرن ميونخ,https://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D9%8A%D8%B1%D9%86_%D9%85%D9%8A%D9%88%D9%86%D8%AE
جمال عبد الحميد,https://ar.wikipedia.org/wiki/%D8%AC%D9%85%D8%A7%D9%84_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%AD%D9%85%D9%8A%D8%AF
1980,https://ar.wikipedia.org/wiki/1980
ركلات جزاء ترجيحية (كرة القدم),https://ar.wikipedia.org/wiki/%D8%B1%D9%83%D9%84%D8%A7%D8%AA_%D8%AC%D8%B2%D8%A7%D8%A1_%D8%AA%D8%B1%D8%AC%D9%8A%D8%AD%D9%8A%D8%A9_(%D9%83%D8%B1%D8%A9_%D8%A7%D9%84%D9%82%D8%AF%D9%85)
نادي المقاولون العرب,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%84%D9%88%D9%86_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8
شبيبة القبائل,https://ar.wikipedia.org/wiki/%D8%B4%D8%A8%D9%8A%D8%A8%D8%A9_%D8%A7%D9%84%D9%82%D8%A8%D8%A7%D8%A6%D9%84
محمد أنور السادات,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A3%D9%86%D9%88%D8%B1_%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%A7%D8%AA
الدوري المصري الممتاز 1981–82,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A_%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A_%D8%A7%D9%84%D9%85%D9%85%D8%AA%D8%A7%D8%B2_1981%E2%80%9382
أشانتي كوتوكو,https://ar.wikipedia.org/wiki/%D8%A3%D8%B4%D8%A7%D9%86%D8%AA%D9%8A_%D9%83%D9%88%D8%AA%D9%88%D9%83%D9%88
علاء ميهوب,https://ar.wikipedia.org/wiki/%D8%B9%D9%84%D8%A7%D8%A1_%D9%85%D9%8A%D9%87%D9%88%D8%A8
كوماسي,https://ar.wikipedia.org/wiki/%D9%83%D9%88%D9%85%D8%A7%D8%B3%D9%8A
1983,https://ar.wikipedia.org/wiki/1983
جائزة أفضل لاعب إفريقي,https://ar.wikipedia.org/wiki/%D8%AC%D8%A7%D8%A6%D8%B2%D8%A9_%D8%A3%D9%81%D8%B6%D9%84_%D9%84%D8%A7%D8%B9%D8%A8_%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A
فرانس فوتبول,https://ar.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3_%D9%81%D9%88%D8%AA%D8%A8%D9%88%D9%84
1982,https://ar.wikipedia.org/wiki/1982
كانون ياوندي,https://ar.wikipedia.org/wiki/%D9%83%D8%A7%D9%86%D9%88%D9%86_%D9%8A%D8%A7%D9%88%D9%86%D8%AF%D9%8A
ليفينتس يونايتد,https://ar.wikipedia.org/wiki/%D9%84%D9%8A%D9%81%D9%8A%D9%86%D8%AA%D8%B3_%D9%8A%D9%88%D9%86%D8%A7%D9%8A%D8%AA%D8%AF
نيجيريا,https://ar.wikipedia.org/wiki/%D9%86%D9%8A%D8%AC%D9%8A%D8%B1%D9%8A%D8%A7
مجدي عبد الغني,https://ar.wikipedia.org/wiki/%D9%85%D8%AC%D8%AF%D9%8A_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%BA%D9%86%D9%8A
زكريا ناصف,https://ar.wikipedia.org/wiki/%D8%B2%D9%83%D8%B1%D9%8A%D8%A7_%D9%86%D8%A7%D8%B5%D9%81
طاهر أبو زيد,https://ar.wikipedia.org/wiki/%D8%B7%D8%A7%D9%87%D8%B1_%D8%A3%D8%A8%D9%88_%D8%B2%D9%8A%D8%AF
ستيوا بوخارست,https://ar.wikipedia.org/wiki/%D8%B3%D8%AA%D9%8A%D9%88%D8%A7_%D8%A8%D9%88%D8%AE%D8%A7%D8%B1%D8%B3%D8%AA
أيمن شوقي,https://ar.wikipedia.org/wiki/%D8%A3%D9%8A%D9%85%D9%86_%D8%B4%D9%88%D9%82%D9%8A
نادي الهلال (السودان),https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D9%87%D9%84%D8%A7%D9%84_(%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86)
محمد عبده صالح الوحش,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D8%AF%D9%87_%D8%B5%D8%A7%D9%84%D8%AD_%D8%A7%D9%84%D9%88%D8%AD%D8%B4
طوكيو فيردي,https://ar.wikipedia.org/wiki/%D8%B7%D9%88%D9%83%D9%8A%D9%88_%D9%81%D9%8A%D8%B1%D8%AF%D9%8A
اليابان,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86
كأس العالم 1990,https://ar.wikipedia.org/wiki/%D9%83%D8%A3%D8%B3_%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85_1990
إيطاليا,https://ar.wikipedia.org/wiki/%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A%D8%A7
ملعب المحلة,https://ar.wikipedia.org/wiki/%D9%85%D9%84%D8%B9%D8%A8_%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9
محمد رمضان (لاعب كرة قدم مواليد 1970),https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B1%D9%85%D8%B6%D8%A7%D9%86_(%D9%84%D8%A7%D8%B9%D8%A8_%D9%83%D8%B1%D8%A9_%D9%82%D8%AF%D9%85_%D9%85%D9%88%D8%A7%D9%84%D9%8A%D8%AF_1970)
نادي أسوان,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A3%D8%B3%D9%88%D8%A7%D9%86
أفريكا سبورتس,https://ar.wikipedia.org/wiki/%D8%A3%D9%81%D8%B1%D9%8A%D9%83%D8%A7_%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%B3
عادل عبد الرحمن (لاعب كرة قدم),https://ar.wikipedia.org/wiki/%D8%B9%D8%A7%D8%AF%D9%84_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86_(%D9%84%D8%A7%D8%B9%D8%A8_%D9%83%D8%B1%D8%A9_%D9%82%D8%AF%D9%85)
ستاد القاهرة الدولي,https://ar.wikipedia.org/wiki/%D8%B3%D8%AA%D8%A7%D8%AF_%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9_%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A
ألان هاريس,https://ar.wikipedia.org/wiki/%D8%A3%D9%84%D8%A7%D9%86_%D9%87%D8%A7%D8%B1%D9%8A%D8%B3
الإسكندرية,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9
نادي الشباب (السعودية),https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D8%B4%D8%A8%D8%A7%D8%A8_(%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9)
راينر هولمان,https://ar.wikipedia.org/wiki/%D8%B1%D8%A7%D9%8A%D9%86%D8%B1_%D9%87%D9%88%D9%84%D9%85%D8%A7%D9%86
تونس,https://ar.wikipedia.org/wiki/%D8%AA%D9%88%D9%86%D8%B3
نادي الرجاء الرياضي,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D8%A1_%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A
راينر تسوبيل,https://ar.wikipedia.org/wiki/%D8%B1%D8%A7%D9%8A%D9%86%D8%B1_%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D9%84
مولودية وهران,https://ar.wikipedia.org/wiki/%D9%85%D9%88%D9%84%D9%88%D8%AF%D9%8A%D8%A9_%D9%88%D9%87%D8%B1%D8%A7%D9%86
النادي الإفريقي,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%86%D8%A7%D8%AF%D9%8A_%D8%A7%D9%84%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A
حسام حسن,https://ar.wikipedia.org/wiki/%D8%AD%D8%B3%D8%A7%D9%85_%D8%AD%D8%B3%D9%86
نادي غزل المحلة,https://ar.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D9%8A_%D8%BA%D8%B2%D9%84_%D8%A7%D9%84%D9%85%D8%AD%D9%84%D8%A9
علاء إبراهيم,https://ar.wikipedia.org/wiki/%D8%B9%D9%84%D8%A7%D8%A1_%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85
محمد جودة,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%88%D8%AF%D8%A9
مانويل جوزيه,https://ar.wikipedia.org/wiki/%D9%85%D8%A7%D9%86%D9%88%D9%8A%D9%84_%D8%AC%D9%88%D8%B2%D9%8A%D9%87
ماميلودي صن داونز,https://ar.wikipedia.org/wiki/%D9%85%D8%A7%D9%85%D9%8A%D9%84%D9%88%D8%AF%D9%8A_%D8%B5%D9%86_%D8%AF%D8%A7%D9%88%D9%86%D8%B2
خالد بيبو,https://ar.wikipedia.org/wiki/%D8%AE%D8%A7%D9%84%D8%AF_%D8%A8%D9%8A%D8%A8%D9%88
كايزر تشيفز,https://ar.wikipedia.org/wiki/%D9%83%D8%A7%D9%8A%D8%B2%D8%B1_%D8%AA%D8%B4%D9%8A%D9%81%D8%B2
عصام الحضري,https://ar.wikipedia.org/wiki/%D8%B9%D8%B5%D8%A7%D9%85_%D8%A7%D9%84%D8%AD%D8%B6%D8%B1%D9%8A
سرطان الكبد,https://ar.wikipedia.org/wiki/%D8%B3%D8%B1%D8%B7%D8%A7%D9%86_%D8%A7%D9%84%D9%83%D8%A8%D8%AF
جو بونفرير,https://ar.wikipedia.org/wiki/%D8%AC%D9%88_%D8%A8%D9%88%D9%86%D9%81%D8%B1%D9%8A%D8%B1
محمد أبو تريكة,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A3%D8%A8%D9%88_%D8%AA%D8%B1%D9%8A%D9%83%D8%A9
محمد بركات,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%B1%D9%83%D8%A7%D8%AA
عماد النحاس,https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%AF_%D8%A7%D9%84%D9%86%D8%AD%D8%A7%D8%B3
إسلام الشاطر,https://ar.wikipedia.org/wiki/%D8%A5%D8%B3%D9%84%D8%A7%D9%85_%D8%A7%D9%84%D8%B4%D8%A7%D8%B7%D8%B1
عماد متعب,https://ar.wikipedia.org/wiki/%D8%B9%D9%85%D8%A7%D8%AF_%D9%85%D8%AA%D8%B9%D8%A8
أسامة حسني,https://ar.wikipedia.org/wiki/%D8%A3%D8%B3%D8%A7%D9%85%D8%A9_%D8%AD%D8%B3%D9%86%D9%8A
أحمد حسن,https://ar.wikipedia.org/wiki/%D8%A3%D8%AD%D9%85%D8%AF_%D8%AD%D8%B3%D9%86
فلافيو أمادو,https://ar.wikipedia.org/wiki/%D9%81%D9%84%D8%A7%D9%81%D9%8A%D9%88_%D8%A3%D9%85%D8%A7%D8%AF%D9%88
